symbol,security_name,listing_exchange,etf,financial_status,zip,sector,fullTimeEmployees,city,state,country,industry,twoHundredDayAverage,trailingAnnualDividendYield,averageDailyVolume10Day,regularMarketPreviousClose,open,averageVolume10days,dividendRate,regularMarketVolume,marketCap,averageVolume,dayLow,ask,fiftyTwoWeekHigh,forwardPE,fiveYearAvgDividendYield,dividendYield,bidSize,dayHigh,enterpriseToRevenue,forwardEps,revenueQuarterlyGrowth,bookValue,sharesShort,shortRatio,floatShares,enterpriseValue,regularMarketPrice,latest_dividend
RUTH,"Ruth's Hospitality Group, Inc. - Common Stock",Q,N,N,32789,Consumer Cyclical,5740.0,Winter Park,FL,United States,Restaurants,16.226397,0.0575693,2817957,9.38,9.32,2817957,,934953,255859360.0,1605524,8.91,9.24,25.78,7.0687027,1.87,,800.0,9.4,1.27,1.31,,2.689,3070787.0,2.18,25384801.0,580195264.0,9.32,0.15
RVI,Retail Value Inc. Common Stock ,N,N,,44122,Real Estate,,Beachwood,OH,United States,REIT—Retail,25.745367,0.1606583,127071,12.76,13.01,127071,2.05,36872,239377280.0,128054,12.01,12.21,38.85,-7.233533,,0.171,1000.0,13.32,4.019,-1.67,,35.473,114154.0,1.06,11948070.0,884811520.0,13.01,2.05
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,P,Y,,,,,,,,,27.86625,,13100,27.7035,27.68,13100,,4295,,33975,27.67,27.75,29.48,,,,800.0,27.7214,,,,,,,,,27.68,0.05
RVRS,Reverse Cap Weighted US Large Cap ETF ,Z,Y,,,,,,,,,15.5465145,,64485,14.5291,14.461,64485,,568,,11587,14.495,14.56,18.128,,,,1000.0,14.495,,,,,,,,,14.461,0.323
RVSB,Riverview Bancorp Inc - Common Stock,Q,N,N,98660,Financial Services,,Vancouver,WA,United States,Banks—Regional,6.450515,0.036190476,86814,5.25,5.36,86814,0.2,15536,116804096.0,92216,5.24,5.28,8.7,10.096154,1.43,0.0394,2900.0,5.36,1.866,0.52,,6.602,378374.0,3.94,18751885.0,106073264.0,5.36,0.05
RVT,"Royce Value Trust, Inc. Common Stock",N,N,,10151,Financial Services,,New York,NY,United States,Asset Management,12.888455,0.08885299,326928,12.38,12.47,326928,1.12,162670,1246238720.0,503653,12.3856,12.5,15.34,,9.11,0.0919,900.0,12.54,55.196,,,16.576,88489.0,0.19,,1208337024.0,12.47,0.28
RWCD,Direxion MSCI Cyclicals Over Defensives ETF,P,Y,,,,,,,,,62.710743,,442,65.1306,65.05,442,,320,,1422,65.05,65.02,73.58,,,,1000.0,65.05,,,,,,,,,65.05,0.229
RWDC,Direxion MSCI Defensives Over Cyclicals ETF,P,Y,,,,,,,,,50.589573,,571,48.7343,49.44,571,,3706,,908,49.35,49.78,55.0,,,,1800.0,49.67,,,,,,,,,49.44,0.262
RWDE,Direxion MSCI Developed Over Emerging Markets ETF,P,Y,,,,,,,,,52.11108,,857,49.9051,50.64,857,,2500,,201,50.61,51.08,59.5,,,,800.0,50.76,,,,,,,,,50.64,0.711
RWED,Direxion MSCI Emerging Over Developed Markets ETF,P,Y,,,,,,,,,47.713123,,985,43.6233,43.31,985,,3000,,233,43.31,43.4,55.865,,,,800.0,43.41,,,,,,,,,43.31,1.126
RWGV,Direxion Russell 1000 Growth Over Value ETF,P,Y,,,,,,,,,67.33713,,3671,76.0083,76.9,3671,,26698,,5761,76.981,77.09,85.15,,,,1000.0,76.9902,,,,,,,,,76.9,0.186
RWIU,Direxion FTSE Russell International Over US ETF,P,Y,,,,,,,,,48.08117,,1900,48.2754,43.37,1900,,0,,419,41.825,44.2,55.467,,,,1200.0,41.825,,,,,,,,,43.37,0.265
RWJ,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap 600 Revenue ETF,P,Y,,,,,,,,,56.81478,,15514,55.7854,56.62,15514,,5762,,38185,55.47,55.78,68.9,,,,800.0,55.9019,,,,,,,,,56.62,0.266
RWK,Invesco Exchange-Traded Fund Trust II Invesco S&P MidCap 400 Revenue ETF,P,Y,,,,,,,,,55.233677,,33100,51.18,53.59,33100,,10235,,61159,52.34,52.8,65.85,,,,1300.0,52.805,,,,,,,,,53.59,0.216
RWL,Invesco Exchange-Traded Fund Trust II Invesco S&P 500 Revenue ETF,P,Y,,,,,,,,,52.91353,,36014,51.48,51.6,36014,,11854,,93804,51.41,51.68,59.87,,,,800.0,51.685,,,,,,,,,51.6,0.296
RWLS,Direxion Russell Large Over Small Cap ETF,P,Y,,,,,,,,,61.55355,,571,62.7772,62.84,571,,2220,,338,62.8,63.34,68.472,,,,1000.0,63.21,,,,,,,,,62.84,0.419
RWM,ProShares Short Russell2000,P,Y,,,,,,,,,41.03331,,4117685,36.9,36.53,4117685,,2017559,,2956491,36.51,36.94,59.19,,,,3200.0,37.15,,,,,,,,,36.53,0.05
RWO,SPDR DJ Wilshire Global Real Estate ETF,P,Y,,,,,,,,,45.531544,,344214,38.95,39.34,344214,,83700,,478880,38.72,38.9,53.6,,,,800.0,38.98,,,,,,,,,39.34,0.279
RWR,SPDR DJ Wilshire REIT ETF,P,Y,,,,,,,,,90.68566,,181957,78.6,79.43,181957,,37133,,246261,77.92,78.27,107.88,,,,1400.0,79.43,,,,,,,,,79.43,0.583
RWSL,Direxion Russell Small Over Large Cap ETF,P,Y,,,,,,,,,47.084457,,600,45.5551,45.57,600,,988,,998,45.4999,45.39,56.532,,,,1100.0,45.77,,,,,,,,,45.57,0.297
RWT,"Redwood Trust, Inc. Common Stock",N,N,,94941,Real Estate,372.0,Mill Valley,CA,United States,REIT—Mortgage,12.094632,0.21981981,5526385,5.55,5.6,5526385,1.28,2113885,632719232.0,5717208,5.44,5.53,18.01,6.4070926,8.1,0.2515,800.0,5.6958,-18.932,0.86,,6.315,12679811.0,1.86,113852883.0,11248137216.0,5.6,0.32
RWUI,Direxion FTSE Russell US Over International ETF,P,Y,,,,,,,,,60.582024,,57,63.2015,61.12,57,,3,,424,63.2015,63.49,68.775,,,,1200.0,63.2015,,,,,,,,,61.12,0.388
RWVG,Direxion Russell 1000 Value Over Growth ETF,P,Y,,,,,,,,,49.140743,,1742,43.5324,43.28,1742,,4071,,2648,43.1956,43.39,60.51,,,,800.0,43.38,,,,,,,,,43.28,0.692
RWX,SPDR DJ Wilshire Intl Real Estate,P,Y,,,,,,,,,34.29441,,485900,28.62,28.64,485900,,252625,,851959,28.55,28.71,41.33,,,,900.0,28.73,,,,,,,,,28.64,0.216
RXD,ProShares UltraShort Health Care,P,Y,,,,,,,,,17.358824,,8471,13.6541,13.3533,8471,,2314,,7983,13.04,13.16,28.42,,,,800.0,13.3533,,,,,,,,,13.3533,0.017
RXI,iShares Global Consumer Discretionary ETF,P,Y,,,,,,,,,114.62059,,30671,116.59,117.61,30671,,1699,,28932,117.64,117.91,128.67,,,,800.0,117.735,,,,,,,,,117.61,0.738
RXL,ProShares Ultra Health Care,P,Y,,,,,,,,,114.99581,,5057,117.014,119.36,5057,,7024,,17222,120.288,121.87,134.9,,,,1100.0,121.89,,,,,,,,,119.36,0.153
RXN,Rexnord Corporation Common Stock,N,N,,53204,Industrials,6800.0,Milwaukee,WI,United States,Specialty Industrial Machinery,29.287132,0.0025649245,795585,31.19,31.63,795585,0.32,203917,3799222784.0,1111453,30.8,31.15,35.64,19.740505,,0.0108,800.0,31.74,2.084,1.58,,10.951,2415754.0,2.67,118964751.0,4310358016.0,31.63,0.08
RY,Royal Bank Of Canada Common Stock,N,N,,M5J 2J5,Financial Services,82491.0,Toronto,ON,Canada,Banks—Diversified,71.91118,0.042317457,1683657,66.97,67.21,1683657,3.1,531171,94668865536.0,1858225,65.81,66.69,82.74,9.586455,3.89,0.0462,1300.0,67.16,,6.94,,38.428,7853736.0,6.34,1422565515.0,87254671360.0,67.21,0.76
RYAM,Rayonier Advanced Materials Inc. Common Stock,N,N,,32207,Basic Materials,4000.0,Jacksonville,FL,United States,Chemicals,2.610956,0.033816427,620285,2.07,2.09,620285,,195034,133142936.0,897214,2.02,2.1,7.34,-2.1262627,2.91,,900.0,2.15,0.68,-0.99,,10.113,3479521.0,3.94,53123053.0,1186368000.0,2.09,0.07
RYE,Invesco S&P 500 Equal Weight Energy ETF,P,Y,,,,,,,,,35.636105,,41728,29.42,29.47,41728,,6054,,168106,28.8598,29.06,49.43,,,,1000.0,29.08,,,,,,,,,29.47,0.246
RYF,Invesco S&P 500 Equal Weight Financial ETF,P,Y,,,,,,,,,40.764706,,23828,37.8963,38.23,23828,,34669,,76596,37.291,37.62,48.23,,,,800.0,38.23,,,,,,,,,38.23,0.271
RYH,Invesco S&P 500 Equal Weight Health Care ETF,P,Y,,,,,,,,,212.17699,,9371,221.144,222.35,9371,,3924,,20104,222.35,225.9,230.89,,,,1100.0,226.0993,,,,,,,,,222.35,0.325
RYJ,Invesco Raymond James SB-1 Equity ETF,P,Y,,,,,,,,,39.910366,,8114,37.603,37.96,8114,,2402,,12029,37.55,37.63,48.68,,,,1200.0,37.697,,,,,,,,,37.96,0.096
RYLD,Global X Russell 2000 Covered Call ETF,Z,Y,,,,,,,,,22.086912,,9685,19.425,19.07,9685,,5904,,10038,19.37,19.47,26.14,,,,3100.0,19.4699,,,,,,,,,19.07,0.187
RYN,Rayonier Inc. REIT Common Stock,N,N,,32097,Real Estate,353.0,Yulee,FL,United States,REIT—Specialty,27.472647,0.043707006,827185,24.71,25.0,827185,1.08,145325,3278430976.0,922750,23.905,24.09,33.1,53.422226,3.68,0.0448,800.0,24.79,5.697,0.45,,10.18,3356649.0,4.73,128199765.0,4438681088.0,25.0,0.27
RYT,Invesco S&P 500 Equal Weight Technology ETF,P,Y,,,,,,,,,186.78757,,31885,193.06,192.74,31885,,5831,,64937,192.2283,193.7,212.55,,,,900.0,194.3141,,,,,,,,,192.74,0.798
RYU,Invesco S&P 500 Equal Weight Utilities ETF,P,Y,,,,,,,,,100.26985,,35542,92.1582,93.6,35542,,10018,,38480,93.46,94.55,115.7,,,,1100.0,94.47,,,,,,,,,93.6,0.703
RYZZ,RYZZ Managed Futures Strategy Plus ETF,P,Y,,,,,,,,,21.52478,,228,21.6767,21.3391,228,,50,,1054,21.3391,21.62,26.24,,,,1000.0,21.3391,,,,,,,,,21.3391,1.925
RZG,Invesco S&P Smallcap 600 Pure Growth ETF,P,Y,,,,,,,,,101.12029,,4014,95.405,97.5,4014,,365,,11267,96.13,98.71,122.12,,,,1100.0,98.05,,,,,,,,,97.5,0.27
RZV,Invesco S&P Smallcap 600 Pure Value ETF,P,Y,,,,,,,,,53.239853,,23614,47.29,47.52,23614,,4994,,43487,46.715,47.04,70.8,,,,900.0,47.1499,,,,,,,,,47.52,0.168
SAA,ProShares Ultra SmallCap600,P,Y,,,,,,,,,80.633606,,4285,63.0136,65.01,4285,,2380,,4956,62.38,62.7,113.78,,,,800.0,63.5,,,,,,,,,65.01,0.163
SABR,Sabre Corporation - Common Stock,Q,N,N,76092,Technology,9250.0,Southlake,TX,United States,Information Technology Services,15.207316,0.06845965,10825485,8.18,8.16,10825485,,4868629,2186275072.0,10388322,7.55,7.96,25.44,72.13636,2.38,,1200.0,8.26,1.395,0.11,,2.446,28975103.0,2.95,274399093.0,5002167808.0,8.16,0.14
SACH,Sachem Capital Corp. Common Shares,A,N,,06405,Real Estate,9.0,Branford,CT,United States,REIT—Mortgage,3.4422941,0.12676057,67814,2.84,2.82,67814,0.48,74989,67796160.0,124866,2.78,3.1,5.7,9.888064,,0.1912,1100.0,3.0852,10.614,0.31,,3.706,10424.0,0.1,18740210.0,112774408.0,2.82,0.12
SAFE,Safehold Inc. Common Stock,N,N,,10036,Real Estate,,New York,NY,United States,REIT—Diversified,47.785957,0.011738149,121085,53.16,53.5,121085,0.62,22836,2784198144.0,245391,53.08,54.74,66.7,34.971157,,0.0117,900.0,55.06,35.268,1.56,,24.094,756724.0,5.35,17317621.0,3955470592.0,53.5,0.156
SAFM,"Sanderson Farms, Inc. - Common Stock",Q,N,N,39443,Consumer Defensive,17055.0,Laurel,MS,United States,Packaged Foods,144.24677,0.009128512,292628,140.22,141.99,292628,1.28,172462,3074153472.0,451727,136.72,139.74,179.45,13.552942,0.99,0.0092,1000.0,143.55,0.969,10.2,,61.602,1271791.0,3.39,19947792.0,3410349312.0,141.99,0.32
SAFT,"Safety Insurance Group, Inc. - Common Stock",Q,N,N,02110,Financial Services,609.0,Boston,MA,United States,Insurance—Property & Casualty,87.31897,0.04351069,54457,80.44,81.74,54457,3.6,9611,1227668864.0,75880,80.185,80.43,103.96,17.82,4.07,0.0462,900.0,81.74,1.482,4.5,,49.78,224032.0,3.83,14542491.0,1239334784.0,81.74,0.9
SAH,"Sonic Automotive, Inc. Common Stock",N,N,,28211,Consumer Cyclical,9300.0,Charlotte,NC,United States,Auto & Truck Dealerships,25.661324,0.014265335,454028,28.04,28.5,454028,0.4,92981,1229652224.0,550995,27.02,28.62,35.41,12.296138,1.06,0.0164,1000.0,28.79,0.347,2.33,,16.844,3768659.0,7.68,23160366.0,3603895552.0,28.5,0.1
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,N,N,,20190,Technology,24000.0,Reston,VA,United States,Information Technology Services,82.9964,0.016694868,454814,88.65,89.45,454814,1.48,169616,5165835776.0,649077,88.07,88.73,96.8,12.150544,1.84,0.0167,800.0,89.27,1.085,7.34,,24.431,1326464.0,2.01,57604501.0,6921247232.0,89.45,0.37
SAL,"Salisbury Bancorp, Inc. - Common Stock",Q,N,N,06039,Financial Services,,Lakeville,CT,United States,Banks—Regional,39.59816,0.031666666,5728,36.0,34.95,5728,1.16,19,100886168.0,3940,35.67,36.7,49.85,9.79945,3.02,0.0332,800.0,35.67,2.863,3.64,,41.637,1736.0,0.64,2502655.0,118998344.0,34.95,0.29
SALM,"Salem Media Group, Inc. - Class A Common Stock",Q,N,D,93012,Communication Services,1133.0,Camarillo,CA,United States,Broadcasting,1.2053677,0.25581396,52828,0.86,0.87,52828,,42730,23972366.0,72838,0.8689,0.91,2.5,4.2780952,7.75,,1400.0,0.916,1.234,0.21,,7.108,301717.0,4.06,12097436.0,313317568.0,0.87,0.025
SAMG,Silvercrest Asset Management Group Inc. - Common Stock,Q,N,N,10019,Financial Services,139.0,New York,NY,United States,Asset Management,11.229706,0.040315513,34800,11.41,11.49,34800,0.64,16829,177787936.0,28087,11.2945,12.49,14.5,7.3254437,3.94,0.0585,1200.0,12.65,1.453,1.69,,7.347,39124.0,1.51,8295396.0,156868112.0,11.49,0.16
SAP,SAP  SE ADS,N,N,,69190,Technology,101150.0,Walldorf,,Germany,Software—Application,125.63456,0.013262319,828200,122.98,123.26,828200,1.71,347404,148622000128.0,1046611,123.24,124.45,140.67,19.638393,1.45,0.0139,1300.0,125.1214,,6.35,,26.308,2944658.0,3.07,1091182290.0,139049254912.0,123.26,1.712
SASR,"Sandy Spring Bancorp, Inc. - Common Stock",Q,N,N,20832,Financial Services,943.0,Olney,MD,United States,Banks—Regional,30.302132,0.04654771,227842,25.78,26.68,227842,1.2,40620,1195643520.0,268282,25.16,25.46,38.45,8.867597,3.07,0.05,800.0,26.68,6.129,2.87,,32.675,588053.0,2.39,45604562.0,2026233728.0,26.68,0.3
SAVA,"Cassava Sciences, Inc. - Common Stock",Q,N,N,78731,Healthcare,9.0,Austin,TX,United States,Biotechnology,5.1886764,,4742185,2.16,2.12,4742185,,496219,52283112.0,2166191,2.07,2.12,10.95,-2.4251723,,,1400.0,2.16,,-0.87,,1.004,2377638.0,2.56,22124983.0,197733920.0,2.12,5.25
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",N,N,,98000,Industrials,7.0,Monaco,,Monaco,Marine Shipping,1.3408823,0.020335536,338500,0.9835,1.0,338500,,135194,102243552.0,287395,0.9578,0.9999,2.38,5.8811765,,,1800.0,1.015,3.096,0.17,,4.534,748697.0,3.81,46478034.0,612216448.0,1.0,0.01
SBAC,SBA Communications Corporation - Class A Common Stock,Q,N,N,33487,Real Estate,1475.0,Boca Raton,FL,United States,REIT—Specialty,264.69205,0.0055135526,655900,302.89,304.0,655900,1.86,164717,34281152512.0,989133,304.0,308.0,317.11,108.51943,,0.0063,800.0,309.91,22.383,2.83,,-38.699,1359466.0,1.55,110286505.0,45626425344.0,304.0,0.465
SBB,ProShares Short SmallCap600,P,Y,,,,,,,,,33.99809,,37600,31.25,31.0,37600,,5236,,38545,31.2,31.48,50.07,,,,800.0,31.4934,,,,,,,,,31.0,0.01
SBBX,SB One Bancorp - Common Stock,Q,N,N,07652,Financial Services,230.0,Paramus,NJ,United States,Banks—Regional,20.87456,0.016836734,23600,19.6,19.85,23600,0.34,55525,176575824.0,44170,18.63,18.72,25.24,8.103896,1.09,0.0173,800.0,19.85,5.598,2.31,,21.021,65611.0,2.67,7090280.0,399459328.0,19.85,0.085
SBGI,"Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,N,N,21030,Communication Services,11800.0,Hunt Valley,MD,United States,Broadcasting,25.208088,0.040795512,1237157,19.61,19.58,1237157,0.8,329164,1537104000.0,2388637,18.53,19.15,59.58,-20.628387,2.29,0.0436,800.0,19.58,2.78,-0.93,,17.561,8103254.0,4.53,48313143.0,14253215744.0,19.58,0.2
SBIO,ALPS Medical Breakthroughs ETF,P,Y,,,,,,,,,38.644993,,38571,42.17,42.09,38571,,8077,,61274,42.01,42.24,43.96,,,,1300.0,42.4,,,,,,,,,42.09,0.016
SBM,Short Basic Materials,P,Y,,,,,,,,,18.948677,,1357,17.1515,17.05,1357,,130,,2467,17.05,16.99,26.82,852.5,,,800.0,17.05,,,,,,,,,17.05,0.005
SBNY,Signature Bank - Common Stock,Q,N,N,10017,Financial Services,1472.0,New York,NY,United States,Banks—Regional,117.069336,0.020365488,468071,109.99,112.18,468071,2.24,212407,5765095936.0,633990,106.7,107.73,148.64,10.13371,,0.020399999,1300.0,112.25,7.001,10.62,,90.543,1360065.0,2.55,51229491.0,9470629888.0,112.18,0.56
SBR,Sabine Royalty Trust Common Stock,N,N,,75219,Energy,,Dallas,TX,United States,Oil & Gas E&P,34.07397,0.10532142,27871,28.0,28.11,27871,1.82,10816,409678336.0,41035,27.75,28.39,49.25,,7.37,0.064,1100.0,28.3,8.455,,,0.342,9571.0,0.27,13929398.0,375947808.0,28.11,0.15171
SBRA,"Sabra Health Care REIT, Inc. - Common Stock",Q,N,N,92612,Real Estate,34.0,Irvine,CA,United States,REIT—Healthcare Facilities,17.465147,0.12958963,2368071,13.89,14.08,2368071,1.2,510461,2822324992.0,3253038,13.665,13.71,24.95,18.554052,8.22,0.0861,1100.0,14.18,8.386,0.74,,16.517,6301898.0,2.45,203516096.0,5031696896.0,14.08,0.3
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),N,N,,05429-900,Utilities,14994.0,Sao Paulo,SP,Brazil,Utilities—Regulated Water,11.422647,0.026992032,2432514,10.04,9.81,2432514,0.25,783708,6688331776.0,1954350,9.635,9.77,15.4,7.864,,0.0272,1400.0,9.87,,1.25,,7.235,3603228.0,1.89,340898271.0,4886619648.0,9.81,0.252
SBSI,"Southside Bancshares, Inc. - Common Stock",Q,N,N,75701,Financial Services,845.0,Tyler,TX,United States,Banks—Regional,32.86853,0.04129204,161414,30.03,30.65,161414,1.24,43512,965589312.0,217129,29.16,29.27,37.89,14.698492,3.28,0.0438,1000.0,30.65,13.086,1.99,,24.107,2347929.0,12.32,31132220.0,2492113920.0,30.65,0.31
SBT,"Sterling Bancorp, Inc. - Common Stock",Q,N,E,48076,Financial Services,,Southfield,MI,United States,Banks—Regional,6.15375,0.013468013,144428,2.97,3.0,144428,0.04,30446,150107264.0,74261,2.85,2.99,10.55,3.1473684,,0.0150999995,800.0,3.13,3.116,0.95,,7.214,165946.0,3.11,15214085.0,413005312.0,3.0,0.01
SBUX,Starbucks Corporation - Common Stock,Q,N,N,98134,Consumer Cyclical,346000.0,Seattle,WA,United States,Restaurants,80.20125,0.020229008,8259071,78.6,78.64,8259071,1.64,3417171,92844802048.0,15012953,77.93,79.43,99.72,28.793478,1.66,0.0211,800.0,79.629,4.176,2.76,,-6.446,18898540.0,1.37,1129944711.0,111333621760.0,78.64,0.41
SC,Santander Consumer USA Holdings Inc. Common Stock,N,N,,75201,Financial Services,5175.0,Dallas,TX,United States,Credit Services,20.386177,0.047804337,1010228,17.99,18.29,1010228,0.88,258806,5690210816.0,1577991,17.47,17.71,27.75,8.86,,0.052699998,800.0,18.315,10.714,2.0,,16.026,9176724.0,6.51,75119232.0,44824571904.0,18.29,0.22
SCC,ProShares UltraShort Consumer Services,P,Y,,,,,,,,,13.827721,,4600,10.8623,10.78,4600,,621,,15708,10.78,10.81,26.2,,,,1100.0,10.78,,,,,,,,,10.78,0.003
SCCO,Southern Copper Corporation Common Stock,N,N,,85014,Basic Materials,24051.0,Phoenix,AZ,United States,Copper,35.846542,0.044077136,650600,36.3,36.9,650600,0.8,338000,28556797952.0,979932,36.58,36.9,44.82,18.47,2.22,0.022,800.0,37.11,4.49,2.0,,8.688,5538575.0,6.38,82168427.0,32557877248.0,36.9,0.2
SCD,LMP Capital and Income Fund Inc. Common Stock,N,N,,10018,Financial Services,,New York,NY,United States,Asset Management,12.510074,0.11843362,60600,10.47,10.5,60600,1.24,29671,187974032.0,94782,10.38,10.49,16.12,,9.24,0.1193,4000.0,10.575,19.463,,,15.599,16018.0,0.15,,260363072.0,10.5,0.31
SCHA,Schwab U.S. Small-Cap ETF,P,Y,,,,,,,,,66.25368,,456628,65.05,65.64,456628,,127622,,1221341,64.58,65.02,77.74,,,,1100.0,65.52,,,,,,,,,65.64,0.23
SCHB,Schwab U.S. Broad Market ETF,P,Y,,,,,,,,,71.52632,,1204371,72.11,72.39,1204371,,398102,,2821487,72.01,72.49,81.04,,,,1100.0,72.587,,,,,,,,,72.39,0.337
SCHC,Schwab International Small-Cap Equity ETF,P,Y,,,,,,,,,30.305809,,697671,28.78,29.08,697671,,167385,,1164859,28.91,29.08,34.92,,,,2200.0,29.1,,,,,,,,,29.08,0.954
SCHD,Schwab US Dividend Equity ETF,P,Y,,,,,,,,,53.394264,,2056957,52.74,53.08,2056957,,605326,,3046550,52.6,52.93,59.56,,,,3100.0,53.1295,,,,,,,,,53.08,0.442
SCHE,Schwab Emerging Markets Equity ETF,P,Y,,,,,,,,,24.521324,,3242085,22.65,22.73,3242085,,1337496,,5463716,22.61,22.7,28.23,,,,1300.0,22.73,,,,,,,,,22.73,0.734
SCHF,Schwab International Equity ETF,P,Y,,,,,,,,,30.317795,,6473085,28.79,29.13,6473085,,3439334,,11585751,29.0199,29.19,34.12,,,,45900.0,29.24,,,,,,,,,29.13,0.734
SCHG,Schwab U.S. Large-Cap Growth ETF,P,Y,,,,,,,,,90.455444,,568000,96.88,96.83,568000,,277415,,858659,96.79,97.81,102.61,,,,1100.0,97.9401,,,,,,,,,96.83,0.167
SCHH,Schwab U.S. REIT ETF,P,Y,,,,,,,,,40.914413,,1280128,35.67,36.08,1280128,,344833,,2360716,35.36,35.52,48.62,,,,1400.0,35.79,,,,,,,,,36.08,0.117
SCHI,Schwab 5-10 Year Corporate Bond ETF,P,Y,,,,,,,,,49.844406,,13914,51.0437,51.0,13914,,4535,,22159,51.02,51.1,52.2,,,,1200.0,51.09,,,,,,,,,51.0,0.109
SCHJ,Schwab 1-5 Year Corporate Bond ETF,P,Y,,,,,,,,,49.861897,,9057,50.77,50.74,9057,,7062,,38264,50.7577,50.82,54.09,,,,1800.0,50.8287,,,,,,,,,50.74,0.083
SCHK,Schwab 1000 Index ETF,P,Y,,,,,,,,,29.49397,,263342,29.77,29.87,263342,,79810,,423151,29.8,29.97,33.35,,,,1000.0,29.99,,,,,,,,,29.87,0.131
SCHL,Scholastic Corporation - Common Stock,Q,N,N,10012,Communication Services,8900.0,New York,NY,United States,Publishing,32.4625,0.019011408,155314,31.56,31.91,155314,0.6,29790,1074386432.0,209212,31.03,31.34,45.8,89.571434,1.53,0.0195,800.0,31.91,0.486,0.35,,34.954,746384.0,4.7,30020804.0,813445568.0,31.91,0.15
SCHM,Schwab U.S. Mid Cap ETF,P,Y,,,,,,,,,53.57015,,582671,52.34,52.74,582671,,254630,,1271179,52.07,52.45,62.4,,,,800.0,52.7839,,,,,,,,,52.74,0.196
SCHN,"Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,97201,Basic Materials,3363.0,Portland,OR,United States,Steel,17.358896,0.04609711,179185,16.27,16.5,179185,0.75,32437,431966016.0,239075,15.76,16.01,27.47,43.081078,3.52,0.049000002,800.0,16.5,0.353,0.37,,25.117,700469.0,2.87,25655607.0,685196608.0,16.5,0.188
SCHO,Schwab Short-Term U.S. Treasury ETF,P,Y,,,,,,,,,51.029778,,1022028,51.65,51.66,1022028,,385080,,2048033,51.65,51.66,51.99,,,,28000.0,51.66,,,,,,,,,51.66,0.065
SCHP,Schwab U.S. TIPs ETF,P,Y,,,,,,,,,57.622574,,718357,59.2,59.18,718357,,147223,,1299530,59.175,59.32,59.86,,,,2200.0,59.34,,,,,,,,,59.18,0.239
SCHQ,Schwab Long-Term U.S. Treasury ETF,P,Y,,,,,,,,,52.613148,,31414,56.7,56.35,31414,,4580,,40750,56.33,56.44,62.22,,,,1800.0,56.5,,,,,,,,,56.35,0.077
SCHR,Schwab Intermediate-Term U.S. Treasury ETF,P,Y,,,,,,,,,56.76456,,392057,58.7,58.68,392057,,139362,,916180,58.665,58.69,59.25,,,,800.0,58.7199,,,,,,,,,58.68,0.086
SCHV,Schwab U.S. Large-Cap Value ETF,P,Y,,,,,,,,,53.94228,,842614,50.89,51.29,842614,,358030,,1325956,50.68,50.95,61.1,,,,1200.0,51.29,,,,,,,,,51.29,0.418
SCHW,Charles Schwab Corporation (The) Common Stock,N,N,,94105,Financial Services,20200.0,San Francisco,CA,United States,Capital Markets,41.515957,0.018603398,10561271,37.09,37.56,10561271,0.72,2998597,46900346880.0,14522293,36.32,36.46,51.65,19.798912,0.96,0.0194,1100.0,37.63,-4.062,1.84,,18.237,74412644.0,7.05,1152363307.0,-43114553344.0,37.56,0.18
SCHX,Schwab U.S. Large-Cap ETF,P,Y,,,,,,,,,71.86375,,2030628,72.57,72.87,2030628,,1094217,,3302825,72.55,73.05,81.2,,,,1200.0,73.13,,,,,,,,,72.87,0.338
SCHZ,Schwab US Aggregate Bond ETF,P,Y,,,,,,,,,54.30103,,699085,55.83,55.75,699085,,219482,,1267306,55.71,55.73,56.72,,,,1000.0,55.77,,,,,,,,,55.75,0.118
SCI,Service Corporation International Common Stock,N,N,,77019,Consumer Cyclical,25000.0,Houston,TX,United States,Personal Services,43.49647,0.018318696,1052142,39.85,39.91,1052142,0.76,304378,7157826048.0,1674595,39.4,40.29,52.89,19.793104,1.61,0.0195,800.0,40.49,3.185,2.03,,9.769,6547320.0,3.95,174247814.0,10305696768.0,39.91,0.19
SCID,Global X Scientific Beta Europe ETF,P,Y,,,,,,,,,23.101772,,514,21.5189,21.33,514,,1,,1124,21.33,21.95,26.43,,,,1100.0,21.5189,,,,,,,,,21.33,0.2
SCIJ,Global X Scientific Beta Japan ETF,P,Y,,,,,,,,,25.816309,,328,25.0735,24.94,328,,1,,454,24.94,25.43,29.129,,,,1300.0,25.0735,,,,,,,,,24.94,0.656
SCIU,Global X Scientific Beta US ETF,P,Y,,,,,,,,,32.321316,,2085,31.6204,31.7699,2085,,397,,37812,31.7699,31.93,36.66,,,,1300.0,31.7699,,,,,,,,,31.7699,0.34
SCIX,Global X Scientific Beta Asia ex-Japan ETF,P,Y,,,,,,,,,21.737677,,285,19.3724,19.5326,285,,5,,451,19.3724,19.51,25.5,,,,800.0,19.3724,,,,,,,,,19.5326,0.667
